Model,MSO2024,
Firmware Version,CF:91.1CT FV:v1.39,
,,
Waveform Type,ANALOG,ANALOG
Point Format,Y,Y
Horizontal Units,"s","s"
Horizontal Scale,0.002,0.002
Horizontal Delay,0.0181402,0.0181402
Sample Interval,1.6E-07,1.6E-07
Record Length,125000,125000
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1X,1X
Vertical Units,"V","V"
Vertical Offset,11,-10.5
Vertical Scale,5,5
Vertical Position,0.44,-0.42
,,
,,
,,
Label,"",""
TIME,CH1,CH2
0.01428708,-1.2,0.5
0.01428724,-1.2,0.5
0.0142874,-1,0.5
0.01428756,-1,0.5
0.01428772,-1,0.5
0.01428788,-1,0.5
0.01428804,-1,0.5
0.0142882,-1,0.5
0.01428836,-1,0.5
0.01428852,-0.8,0.5
0.01428868,-0.8,0.7
0.01428884,-0.8,0.7
0.014289,-0.8,0.7
0.01428916,-0.6,0.7
0.01428932,-0.6,0.7
0.01428948,-0.6,0.7
0.01428964,-0.6,0.7
0.0142898,-0.6,0.7
0.01428996,-0.6,0.7
0.01429012,-0.4,0.7
0.01429028,-0.4,0.7
0.01429044,-0.4,0.9
0.0142906,-0.4,0.9
0.01429076,-0.4,0.9
0.01429092,-0.2,0.9
0.01429108,-0.2,0.9
0.01429124,-0.2,0.9
0.0142914,-0.2,0.9
0.01429156,0,0.9
0.01429172,0,1.1
0.01429188,0,1.1
0.01429204,0,1.1
0.0142922,0,1.1
0.01429236,0,1.1
0.01429252,0.2,1.1
0.01429268,0.2,1.1
0.01429284,0.2,1.1
0.014293,0.2,1.1
0.01429316,0.4,1.1
0.01429332,0.4,1.1
0.01429348,0.4,1.3
0.01429364,0.4,1.3
0.0142938,0.4,1.3
0.01429396,0.4,1.3
0.01429412,0.4,1.3
0.01429428,0.6,1.3
0.01429444,0.6,1.3
0.0142946,0.6,1.3
0.01429476,0.6,1.3
0.01429492,0.6,1.3
0.01429508,0.6,1.3
0.01429524,0.6,1.3
0.0142954,0.6,1.5
0.01429556,0.8,1.5
0.01429572,0.8,1.5
0.01429588,0.8,1.5
0.01429604,0.8,1.5
0.0142962,0.8,1.5
0.01429636,0.8,1.5
0.01429652,0.8,1.5
0.01429668,0.8,1.5
0.01429684,0.8,1.5
0.014297,0.8,1.5
0.01429716,0.8,1.5
0.01429732,0.8,1.5
0.01429748,0.8,1.5
0.01429764,0.8,1.5
0.0142978,0.8,1.3
0.01429796,0.8,1.3
0.01429812,0.8,1.3
0.01429828,0.8,1.3
0.01429844,0.8,1.3
0.0142986,0.8,1.3
0.01429876,0.8,1.3
0.01429892,0.8,1.3
0.01429908,0.8,1.3
0.01429924,0.8,1.3
0.0142994,0.8,1.3
0.01429956,0.8,1.3
0.01429972,0.8,1.1
0.01429988,0.8,1.1
0.01430004,0.8,1.1
0.0143002,0.8,1.1
0.01430036,0.8,1.1
0.01430052,0.8,1.1
0.01430068,0.8,1.1
0.01430084,0.6,0.9
0.014301,0.6,0.9
0.01430116,0.6,0.9
0.01430132,0.6,0.9
0.01430148,0.6,0.9
0.01430164,0.6,0.9
0.0143018,0.6,0.9
0.01430196,0.6,0.7
0.01430212,0.6,0.7
0.01430228,0.6,0.7
0.01430244,0.6,0.7
0.0143026,0.4,0.7
0.01430276,0.4,0.7
0.01430292,0.4,0.7
0.01430308,0.4,0.5
0.01430324,0.4,0.5
0.0143034,0.4,0.5
0.01430356,0.4,0.5
0.01430372,0.4,0.5
0.01430388,0.4,0.5
0.01430404,0.4,0.5
0.0143042,0.4,0.3
0.01430436,0.4,0.3
0.01430452,0.2,0.3
0.01430468,0.2,0.3
0.01430484,0.2,0.3
0.014305,0.2,0.3
0.01430516,0.2,0.3
0.01430532,0.2,0.3
0.01430548,0.2,0.3
0.01430564,0.2,0.1
0.0143058,0.2,0.1
0.01430596,0.2,0.1
0.01430612,0.2,0.1
0.01430628,0.2,0.1
0.01430644,0,0.1
0.0143066,0,0.1
0.01430676,0,0.1
0.01430692,0,0.1
0.01430708,0,0.1
0.01430724,0,0.1
0.0143074,0,0.1
0.01430756,0,-0.1
0.01430772,0,-0.1
0.01430788,0,-0.1
0.01430804,0,-0.1
0.0143082,0,-0.1
0.01430836,0,-0.1
0.01430852,0,-0.1
0.01430868,0,-0.1
0.01430884,0,-0.1
0.014309,0,-0.1
0.01430916,0,-0.1
0.01430932,0,-0.1
0.01430948,0,-0.1
0.01430964,0,-0.1
0.0143098,0,-0.1
0.01430996,0,-0.1
0.01431012,0,-0.1
0.01431028,0,-0.1
0.01431044,0,-0.1
0.0143106,0,-0.1
0.01431076,0,-0.1
0.01431092,0,-0.1
0.01431108,0,-0.1
0.01431124,0,-0.1
0.0143114,0,-0.1
0.01431156,0,-0.1
0.01431172,0.2,-0.1
0.01431188,0.2,-0.1
0.01431204,0.2,-0.1
0.0143122,0.2,-0.1
0.01431236,0.2,-0.1
0.01431252,0.2,-0.1
0.01431268,0.2,-0.1
0.01431284,0.2,-0.1
0.014313,0.2,-0.1
0.01431316,0.2,-0.1
0.01431332,0.2,-0.1
0.01431348,0.4,-0.1
0.01431364,0.4,-0.1
0.0143138,0.4,-0.1
0.01431396,0.4,0.1
0.01431412,0.4,0.1
0.01431428,0.4,0.1
0.01431444,0.4,0.1
0.0143146,0.4,0.1
0.01431476,0.4,0.1
0.01431492,0.4,0.1
0.01431508,0.4,0.1
0.01431524,0.4,0.1
0.0143154,0.6,0.1
0.01431556,0.6,0.1
0.01431572,0.6,0.1
0.01431588,0.6,0.3
0.01431604,0.6,0.3
0.0143162,0.6,0.3
0.01431636,0.6,0.3
0.01431652,0.6,0.3
0.01431668,0.6,0.3
0.01431684,0.6,0.3
0.014317,0.6,0.3
0.01431716,0.8,0.3
0.01431732,0.8,0.3
0.01431748,0.8,0.3
0.01431764,0.8,0.5
0.0143178,0.8,0.5
0.01431796,0.8,0.5
0.01431812,0.8,0.5
0.01431828,0.8,0.5
0.01431844,0.8,0.5
0.0143186,0.8,0.5
0.01431876,0.8,0.5
0.01431892,0.8,0.5
0.01431908,1,0.5
0.01431924,1,0.7
0.0143194,1,0.7
0.01431956,1,0.7
0.01431972,1,0.7
0.01431988,1,0.7
0.01432004,1,0.7
0.0143202,1,0.7
0.01432036,1,0.7
0.01432052,1,0.7
0.01432068,1,0.7
0.01432084,1.2,0.7
0.014321,1.2,0.7
0.01432116,1.2,0.7
0.01432132,1.2,0.9
0.01432148,1.2,0.9
0.01432164,1.2,0.9
0.0143218,1.2,0.9
0.01432196,1.2,0.9
0.01432212,1.2,0.9
0.01432228,1.2,0.9
0.01432244,1.2,0.9
0.0143226,1.2,0.9
0.01432276,1.2,0.9
0.01432292,1.2,0.9
0.01432308,1.2,0.9
0.01432324,1.2,0.9
0.0143234,1.2,0.9
0.01432356,1.2,0.9
0.01432372,1.2,0.9
0.01432388,1.2,0.9
0.01432404,1.2,0.9
0.0143242,1.2,0.9
0.01432436,1.2,0.9
0.01432452,1.2,0.9
0.01432468,1.2,0.9
0.01432484,1.2,0.9
0.014325,1.2,0.9
0.01432516,1,0.9
0.01432532,1,0.9
0.01432548,1,0.9
0.01432564,1,0.9
0.0143258,1,0.9
0.01432596,1,0.9
0.01432612,1,0.9
0.01432628,0.8,0.9
0.01432644,0.8,0.9
0.0143266,0.8,0.9
0.01432676,0.8,0.9
0.01432692,0.8,0.9
0.01432708,0.8,0.9
0.01432724,0.6,0.9
0.0143274,0.6,0.9
0.01432756,0.6,0.9
0.01432772,0.6,0.9
0.01432788,0.4,0.9
0.01432804,0.4,0.9
0.0143282,0.4,0.9
0.01432836,0.4,0.9
0.01432852,0.2,0.9
0.01432868,0.2,0.7
0.01432884,0.2,0.7
0.014329,0.2,0.7
0.01432916,0,0.7
0.01432932,0,0.7
0.01432948,0,0.7
0.01432964,0,0.7
0.0143298,-0.2,0.7
0.01432996,-0.2,0.7
0.01433012,-0.2,0.7
0.01433028,-0.2,0.7
0.01433044,-0.4,0.7
0.0143306,-0.4,0.7
0.01433076,-0.4,0.7
0.01433092,-0.6,0.7
0.01433108,-0.6,0.7
0.01433124,-0.6,0.7
0.0143314,-0.6,0.7
0.01433156,-0.8,0.7
0.01433172,-0.8,0.7
0.01433188,-0.8,0.7
0.01433204,-0.8,0.7
0.0143322,-0.8,0.7
0.01433236,-1,0.7
0.01433252,-1,0.7
0.01433268,-1,0.7
0.01433284,-1,0.7
0.014333,-1,0.7
0.01433316,-1.2,0.5
0.01433332,-1.2,0.5
0.01433348,-1.2,0.5
0.01433364,-1.2,0.5
0.0143338,-1.2,0.5
0.01433396,-1.2,0.5
0.01433412,-1.2,0.5
0.01433428,-1.4,0.5
0.01433444,-1.4,0.5
0.0143346,-1.4,0.5
0.01433476,-1.4,0.5
0.01433492,-1.4,0.5
0.01433508,-1.4,0.5
0.01433524,-1.4,0.5
0.0143354,-1.4,0.5
0.01433556,-1.4,0.5
0.01433572,-1.4,0.5
0.01433588,-1.4,0.3
0.01433604,-1.4,0.3
0.0143362,-1.4,0.3
0.01433636,-1.4,0.3
0.01433652,-1.4,0.3
0.01433668,-1.4,0.3
0.01433684,-1.4,0.3
0.014337,-1.4,0.3
0.01433716,-1.2,0.3
0.01433732,-1.2,0.3
0.01433748,-1.2,0.3
0.01433764,-1.2,0.1
0.0143378,-1.2,0.1
0.01433796,-1.2,0.1
0.01433812,-1,0.1
0.01433828,-1,0.1
0.01433844,-1,0.1
0.0143386,-1,0.1
0.01433876,-1,0.1
0.01433892,-0.8,0.1
0.01433908,-0.8,0.1
0.01433924,-0.8,-0.1
0.0143394,-0.8,-0.1
0.01433956,-0.8,-0.1
0.01433972,-0.6,-0.1
0.01433988,-0.6,-0.1
0.01434004,-0.6,-0.1
0.0143402,-0.6,-0.1
0.01434036,-0.4,-0.1
0.01434052,-0.4,-0.1
0.01434068,-0.4,-0.1
0.01434084,-0.4,-0.1
0.014341,-0.2,-0.3
0.01434116,-0.2,-0.3
0.01434132,-0.2,-0.3
0.01434148,-0.2,-0.3
0.01434164,0,-0.3
0.0143418,0,-0.3
0.01434196,0,-0.3
0.01434212,0.2,-0.3
0.01434228,0.2,-0.3
0.01434244,0.2,-0.3
0.0143426,0.4,-0.3
0.01434276,0.4,-0.3
0.01434292,0.4,-0.3
0.01434308,0.4,-0.3
0.01434324,0.6,-0.3
0.0143434,0.6,-0.3
0.01434356,0.6,-0.3
0.01434372,0.8,-0.3
0.01434388,0.8,-0.3
0.01434404,0.8,-0.3
0.0143442,0.8,-0.3
0.01434436,1,-0.3
0.01434452,1,-0.3
0.01434468,1,-0.3
0.01434484,1,-0.3
0.014345,1,-0.3
0.01434516,1.2,-0.3
0.01434532,1.2,-0.3
0.01434548,1.2,-0.3
0.01434564,1.2,-0.3
0.0143458,1.4,-0.3
0.01434596,1.4,-0.3
0.01434612,1.4,-0.3
0.01434628,1.4,-0.3
0.01434644,1.4,-0.3
0.0143466,1.4,-0.3
0.01434676,1.6,-0.3
0.01434692,1.6,-0.3
0.01434708,1.6,-0.3
0.01434724,1.6,-0.3
0.0143474,1.6,-0.3
0.01434756,1.6,-0.1
0.01434772,1.6,-0.1
0.01434788,1.6,-0.1
0.01434804,1.6,-0.1
0.0143482,1.8,-0.1
0.01434836,1.8,-0.1
0.01434852,1.8,-0.1
0.01434868,1.8,-0.1
0.01434884,1.8,-0.1
0.014349,1.8,-0.1
0.01434916,1.8,-0.1
0.01434932,1.8,-0.1
0.01434948,1.8,-0.1
0.01434964,1.8,-0.1
0.0143498,1.8,-0.1
0.01434996,1.8,-0.1
0.01435012,1.8,-0.1
0.01435028,1.8,-0.1
0.01435044,1.8,-0.1
0.0143506,1.8,-0.1
0.01435076,1.8,-0.1
0.01435092,1.8,-0.1
0.01435108,1.8,-0.1
0.01435124,1.6,-0.1
0.0143514,1.6,-0.1
0.01435156,1.6,-0.1
0.01435172,1.6,-0.1
0.01435188,1.6,-0.1
0.01435204,1.6,-0.1
0.0143522,1.6,-0.1
0.01435236,1.6,-0.1
0.01435252,1.6,-0.1
0.01435268,1.6,-0.1
0.01435284,1.6,-0.1
0.014353,1.4,-0.1
0.01435316,1.4,-0.1
0.01435332,1.4,-0.1
0.01435348,1.4,-0.1
0.01435364,1.4,-0.1
0.0143538,1.4,-0.3
0.01435396,1.4,-0.3
0.01435412,1.2,-0.3
0.01435428,1.2,-0.3
0.01435444,1.2,-0.3
0.0143546,1.2,-0.3
0.01435476,1.2,-0.3
0.01435492,1.2,-0.3
0.01435508,1.2,-0.3
0.01435524,1.2,-0.3
0.0143554,1,-0.3
0.01435556,1,-0.3
0.01435572,1,-0.3
0.01435588,1,-0.3
0.01435604,1,-0.3
0.0143562,0.8,-0.3
0.01435636,0.8,-0.3
0.01435652,0.8,-0.3
0.01435668,0.8,-0.3
0.01435684,0.8,-0.3
0.014357,0.8,-0.3
0.01435716,0.6,-0.3
0.01435732,0.6,-0.3
0.01435748,0.6,-0.3
0.01435764,0.6,-0.3
0.0143578,0.6,-0.3
0.01435796,0.4,-0.3
0.01435812,0.4,-0.3
0.01435828,0.4,-0.3
0.01435844,0.4,-0.3
0.0143586,0.4,-0.3
0.01435876,0.2,-0.3
0.01435892,0.2,-0.3
0.01435908,0.2,-0.3
0.01435924,0.2,-0.3
0.0143594,0,-0.3
0.01435956,0,-0.3
0.01435972,0,-0.3
0.01435988,0,-0.3
0.01436004,0,-0.1
0.0143602,0,-0.1
0.01436036,-0.2,-0.1
0.01436052,-0.2,-0.1
0.01436068,-0.2,-0.1
0.01436084,-0.2,-0.1
0.014361,-0.2,-0.1
0.01436116,-0.4,0.1
0.01436132,-0.4,0.1
0.01436148,-0.4,0.1
0.01436164,-0.4,0.1
0.0143618,-0.6,0.1
0.01436196,-0.6,0.1
0.01436212,-0.6,0.3
0.01436228,-0.6,0.3
0.01436244,-0.6,0.3
0.0143626,-0.6,0.3
0.01436276,-0.8,0.5
0.01436292,-0.8,0.5
0.01436308,-0.8,0.5
0.01436324,-0.8,0.5
0.0143634,-0.8,0.5
0.01436356,-0.8,0.7
0.01436372,-0.8,0.7
0.01436388,-1,0.7
0.01436404,-1,0.7
0.0143642,-1,0.9
0.01436436,-1,0.9
0.01436452,-1,0.9
0.01436468,-1,0.9
0.01436484,-1,1.1
0.014365,-1,1.1
0.01436516,-1,1.1
0.01436532,-1,1.1
0.01436548,-1,1.1
0.01436564,-1,1.1
0.0143658,-1,1.3
0.01436596,-1,1.3
0.01436612,-1,1.3
0.01436628,-1,1.3
0.01436644,-1,1.3
0.0143666,-1,1.3
0.01436676,-1,1.5
0.01436692,-1,1.5
0.01436708,-1,1.5
0.01436724,-1,1.5
0.0143674,-1,1.5
0.01436756,-1,1.5
0.01436772,-1,1.5
0.01436788,-1,1.5
0.01436804,-1,1.5
0.0143682,-1,1.7
0.01436836,-1,1.7
0.01436852,-1,1.7
0.01436868,-1,1.7
0.01436884,-0.8,1.7
0.014369,-0.8,1.7
0.01436916,-0.8,1.7
0.01436932,-0.8,1.7
0.01436948,-0.8,1.7
0.01436964,-0.8,1.7
0.0143698,-0.8,1.7
0.01436996,-0.8,1.7
0.01437012,-0.6,1.7
0.01437028,-0.6,1.7
0.01437044,-0.6,1.7
0.0143706,-0.6,1.7
0.01437076,-0.6,1.7
0.01437092,-0.6,1.7
0.01437108,-0.6,1.7
0.01437124,-0.4,1.7
0.0143714,-0.4,1.5
0.01437156,-0.4,1.5
0.01437172,-0.4,1.5
0.01437188,-0.4,1.5
0.01437204,-0.4,1.5
0.0143722,-0.4,1.5
0.01437236,-0.4,1.5
0.01437252,-0.2,1.5
0.01437268,-0.2,1.5
0.01437284,-0.2,1.5
0.014373,-0.2,1.5
0.01437316,-0.2,1.5
0.01437332,-0.2,1.5
0.01437348,-0.2,1.3
0.01437364,-0.2,1.3
0.0143738,-0.2,1.3
0.01437396,0,1.3
0.01437412,0,1.3
0.01437428,0,1.3
0.01437444,0,1.3
0.0143746,0,1.3
0.01437476,0,1.3
0.01437492,0,1.3
0.01437508,0,1.1
0.01437524,0,1.1
0.0143754,0,1.1
0.01437556,0,1.1
0.01437572,0,1.1
0.01437588,0.2,1.1
0.01437604,0.2,1.1
0.0143762,0.2,1.1
0.01437636,0.2,1.1
0.01437652,0.2,0.9
0.01437668,0.2,0.9
0.01437684,0.2,0.9
0.014377,0.2,0.9
0.01437716,0.2,0.9
0.01437732,0.2,0.7
0.01437748,0.2,0.7
0.01437764,0.4,0.7
0.0143778,0.4,0.7
0.01437796,0.4,0.7
0.01437812,0.4,0.7
0.01437828,0.4,0.5
0.01437844,0.4,0.5
0.0143786,0.4,0.5
0.01437876,0.4,0.5
0.01437892,0.4,0.5
0.01437908,0.4,0.3
0.01437924,0.6,0.3
0.0143794,0.6,0.3
0.01437956,0.6,0.3
0.01437972,0.6,0.1
0.01437988,0.6,0.1
0.01438004,0.6,0.1
0.0143802,0.8,0.1
0.01438036,0.8,0.1
0.01438052,0.8,-0.1
0.01438068,0.8,-0.1
0.01438084,0.8,-0.1
0.014381,0.8,-0.3
0.01438116,1,-0.3
0.01438132,1,-0.3
0.01438148,1,-0.3
0.01438164,1,-0.5
0.0143818,1.2,-0.5
0.01438196,1.2,-0.5
0.01438212,1.2,-0.5
0.01438228,1.2,-0.7
0.01438244,1.2,-0.7
0.0143826,1.4,-0.7
0.01438276,1.4,-0.7
0.01438292,1.4,-0.9
0.01438308,1.6,-0.9
0.01438324,1.6,-0.9
0.0143834,1.6,-0.9
0.01438356,1.6,-0.9
0.01438372,1.8,-1.1
0.01438388,1.8,-1.1
0.01438404,1.8,-1.1
0.0143842,2,-1.1
0.01438436,2,-1.1
0.01438452,2,-1.3
0.01438468,2,-1.3
0.01438484,2.2,-1.3
0.014385,2.2,-1.3
0.01438516,2.2,-1.5
0.01438532,2.4,-1.5
0.01438548,2.4,-1.5
0.01438564,2.4,-1.5
0.0143858,2.4,-1.5
0.01438596,2.6,-1.5
0.01438612,2.6,-1.7
0.01438628,2.6,-1.7
0.01438644,2.8,-1.7
0.0143866,2.8,-1.7
0.01438676,2.8,-1.7
0.01438692,3,-1.7
0.01438708,3,-1.7
0.01438724,3,-1.7
0.0143874,3,-1.7
0.01438756,3.2,-1.7
0.01438772,3.2,-1.9
0.01438788,3.2,-1.9
0.01438804,3.2,-1.9
0.0143882,3.4,-1.9
0.01438836,3.4,-1.9
0.01438852,3.4,-1.9
0.01438868,3.4,-1.9
0.01438884,3.6,-1.9
0.014389,3.6,-1.9
0.01438916,3.6,-1.9
0.01438932,3.6,-1.9
0.01438948,3.6,-1.9
0.01438964,3.6,-1.9
0.0143898,3.8,-1.9
0.01438996,3.8,-1.9
0.01439012,3.8,-1.9
0.01439028,3.8,-1.7
0.01439044,3.8,-1.7
0.0143906,3.8,-1.7
0.01439076,4,-1.7
0.01439092,4,-1.7
0.01439108,4,-1.7
0.01439124,4,-1.7
0.0143914,4,-1.7
0.01439156,4,-1.7
0.01439172,4,-1.7
0.01439188,4,-1.7
0.01439204,4,-1.5
0.0143922,4,-1.5
0.01439236,4,-1.5
0.01439252,4.2,-1.5
0.01439268,4.2,-1.5
0.01439284,4.2,-1.5
0.014393,4.2,-1.5
0.01439316,4.2,-1.5
0.01439332,4.2,-1.3
0.01439348,4.2,-1.3
0.01439364,4.2,-1.3
0.0143938,4.2,-1.3
0.01439396,4.2,-1.3
0.01439412,4,-1.1
0.01439428,4,-1.1
0.01439444,4,-1.1
0.0143946,4,-1.1
0.01439476,4,-1.1
0.01439492,4,-1.1
0.01439508,4,-0.9
0.01439524,4,-0.9
0.0143954,4,-0.9
0.01439556,4,-0.9
0.01439572,4,-0.9
0.01439588,4,-0.9
0.01439604,3.8,-0.9
0.0143962,3.8,-0.7
0.01439636,3.8,-0.7
0.01439652,3.8,-0.7
0.01439668,3.8,-0.7
0.01439684,3.8,-0.7
0.014397,3.6,-0.7
0.01439716,3.6,-0.5
0.01439732,3.6,-0.5
0.01439748,3.6,-0.5
0.01439764,3.6,-0.5
0.0143978,3.4,-0.5
0.01439796,3.4,-0.5
0.01439812,3.4,-0.3
0.01439828,3.4,-0.3
0.01439844,3.2,-0.3
0.0143986,3.2,-0.3
0.01439876,3.2,-0.3
0.01439892,3,-0.3
0.01439908,3,-0.1
0.01439924,3,-0.1
0.0143994,3,-0.1
0.01439956,2.8,-0.1
0.01439972,2.8,-0.1
0.01439988,2.8,-0.1
0.01440004,2.6,0.1
0.0144002,2.6,0.1
0.01440036,2.4,0.1
0.01440052,2.4,0.1
0.01440068,2.4,0.1
0.01440084,2.2,0.1
0.014401,2.2,0.1
0.01440116,2.2,0.3
0.01440132,2,0.3
0.01440148,2,0.3
0.01440164,1.8,0.3
0.0144018,1.8,0.3
0.01440196,1.8,0.3
0.01440212,1.6,0.3
0.01440228,1.6,0.3
0.01440244,1.4,0.5
0.0144026,1.4,0.5
0.01440276,1.4,0.5
0.01440292,1.2,0.5
0.01440308,1.2,0.5
0.01440324,1,0.5
0.0144034,1,0.5
0.01440356,1,0.5
0.01440372,0.8,0.7
0.01440388,0.8,0.7
0.01440404,0.6,0.7
0.0144042,0.6,0.7
0.01440436,0.4,0.7
0.01440452,0.4,0.7
0.01440468,0.4,0.7
0.01440484,0.2,0.7
0.014405,0.2,0.7
0.01440516,0,0.7
0.01440532,0,0.7
0.01440548,0,0.7
0.01440564,-0.2,0.7
0.0144058,-0.2,0.7
0.01440596,-0.2,0.7
0.01440612,-0.4,0.7
0.01440628,-0.4,0.9
0.01440644,-0.4,0.9
0.0144066,-0.6,0.9
0.01440676,-0.6,0.9
0.01440692,-0.6,0.9
0.01440708,-0.8,0.9
0.01440724,-0.8,0.9
0.0144074,-0.8,0.9
0.01440756,-1,0.9
0.01440772,-1,0.9
0.01440788,-1,0.9
0.01440804,-1,0.9
0.0144082,-1.2,0.9
0.01440836,-1.2,0.9
0.01440852,-1.2,0.9
0.01440868,-1.2,0.7
0.01440884,-1.4,0.7
0.014409,-1.4,0.7
0.01440916,-1.4,0.7
0.01440932,-1.4,0.7
0.01440948,-1.4,0.7
0.01440964,-1.6,0.7
0.0144098,-1.6,0.7
0.01440996,-1.6,0.7
0.01441012,-1.6,0.7
0.01441028,-1.6,0.7
0.01441044,-1.6,0.7
0.0144106,-1.6,0.7
0.01441076,-1.6,0.7
0.01441092,-1.6,0.7
0.01441108,-1.8,0.7
0.01441124,-1.8,0.7
0.0144114,-1.8,0.5
0.01441156,-1.8,0.5
0.01441172,-1.8,0.5
0.01441188,-1.8,0.5
0.01441204,-1.8,0.5
0.0144122,-1.8,0.5
0.01441236,-1.6,0.5
0.01441252,-1.6,0.5
0.01441268,-1.6,0.5
0.01441284,-1.6,0.5
0.014413,-1.6,0.3
0.01441316,-1.6,0.3
0.01441332,-1.6,0.3
0.01441348,-1.6,0.3
0.01441364,-1.6,0.3
0.0144138,-1.6,0.3
0.01441396,-1.6,0.3
0.01441412,-1.4,0.1
0.01441428,-1.4,0.1
0.01441444,-1.4,0.1
0.0144146,-1.4,0.1
0.01441476,-1.4,0.1
0.01441492,-1.4,0.1
0.01441508,-1.2,0.1
0.01441524,-1.2,0.1
0.0144154,-1.2,0.1
0.01441556,-1.2,-0.1
0.01441572,-1,-0.1
0.01441588,-1,-0.1
0.01441604,-1,-0.1
0.0144162,-1,-0.1
0.01441636,-1,-0.1
0.01441652,-0.8,-0.1
0.01441668,-0.8,-0.3
0.01441684,-0.8,-0.3
0.014417,-0.8,-0.3
0.01441716,-0.6,-0.3
0.01441732,-0.6,-0.3
0.01441748,-0.6,-0.3
0.01441764,-0.6,-0.5
0.0144178,-0.6,-0.5
0.01441796,-0.4,-0.5
0.01441812,-0.4,-0.5
0.01441828,-0.4,-0.5
0.01441844,-0.4,-0.5
0.0144186,-0.2,-0.5
0.01441876,-0.2,-0.7
0.01441892,-0.2,-0.7
0.01441908,-0.2,-0.7
0.01441924,-0.2,-0.7
0.0144194,0,-0.7
0.01441956,0,-0.7
0.01441972,0,-0.7
0.01441988,0,-0.7
0.01442004,0,-0.7
0.0144202,0.2,-0.9
0.01442036,0.2,-0.9
0.01442052,0.2,-0.9
0.01442068,0.2,-0.9
0.01442084,0.2,-0.9
0.014421,0.4,-0.9
0.01442116,0.4,-0.9
0.01442132,0.4,-0.9
0.01442148,0.4,-0.9
0.01442164,0.4,-0.9
0.0144218,0.4,-1.1
0.01442196,0.6,-1.1
0.01442212,0.6,-1.1
0.01442228,0.6,-1.1
0.01442244,0.6,-1.1
0.0144226,0.6,-1.1
0.01442276,0.6,-1.1
0.01442292,0.6,-1.1
0.01442308,0.8,-1.1
0.01442324,0.8,-1.1
0.0144234,0.8,-1.1
0.01442356,0.8,-1.1
0.01442372,0.8,-1.3
0.01442388,0.8,-1.3
0.01442404,0.8,-1.3
0.0144242,1,-1.3
0.01442436,1,-1.3
0.01442452,1,-1.3
0.01442468,1,-1.3
0.01442484,1,-1.3
0.014425,1,-1.3
0.01442516,1,-1.3
0.01442532,1,-1.5
0.01442548,1,-1.5
0.01442564,1.2,-1.5
0.0144258,1.2,-1.5
0.01442596,1.2,-1.5
0.01442612,1.2,-1.5
0.01442628,1.2,-1.5
0.01442644,1.2,-1.5
0.0144266,1.2,-1.5
0.01442676,1.2,-1.5
0.01442692,1.2,-1.5
0.01442708,1.4,-1.7
0.01442724,1.4,-1.7
0.0144274,1.4,-1.7
0.01442756,1.4,-1.7
0.01442772,1.4,-1.7
0.01442788,1.4,-1.7
0.01442804,1.4,-1.7
0.0144282,1.4,-1.7
0.01442836,1.6,-1.7
0.01442852,1.6,-1.7
0.01442868,1.6,-1.7
0.01442884,1.6,-1.7
0.014429,1.6,-1.7
0.01442916,1.6,-1.7
0.01442932,1.6,-1.7
0.01442948,1.6,-1.7
0.01442964,1.6,-1.9
0.0144298,1.6,-1.9
0.01442996,1.6,-1.9
0.01443012,1.8,-1.9
0.01443028,1.8,-1.9
0.01443044,1.8,-1.9
0.0144306,1.8,-1.9
0.01443076,1.8,-1.9
0.01443092,1.8,-1.9
0.01443108,1.8,-1.9
0.01443124,1.8,-1.9
0.0144314,1.8,-1.9
0.01443156,1.8,-1.9
0.01443172,1.8,-1.9
0.01443188,1.8,-1.7
0.01443204,1.8,-1.7
0.0144322,1.8,-1.7
0.01443236,1.8,-1.7
0.01443252,1.8,-1.7
0.01443268,1.8,-1.7
0.01443284,1.8,-1.7
0.014433,1.8,-1.7
0.01443316,1.8,-1.7
0.01443332,1.8,-1.7
0.01443348,1.8,-1.7
0.01443364,1.8,-1.7
0.0144338,1.8,-1.7
0.01443396,1.8,-1.7
0.01443412,1.8,-1.5
0.01443428,1.8,-1.5
0.01443444,1.8,-1.5
0.0144346,1.8,-1.5
0.01443476,1.8,-1.5
0.01443492,1.8,-1.5
0.01443508,1.8,-1.5
0.01443524,1.8,-1.5
0.0144354,1.8,-1.3
0.01443556,1.8,-1.3
0.01443572,1.8,-1.3
0.01443588,1.6,-1.3
0.01443604,1.6,-1.3
0.0144362,1.6,-1.1
0.01443636,1.6,-1.1
0.01443652,1.6,-1.1
0.01443668,1.6,-1.1
0.01443684,1.6,-1.1
0.014437,1.6,-1.1
0.01443716,1.4,-1.1
0.01443732,1.4,-0.9
0.01443748,1.4,-0.9
0.01443764,1.4,-0.9
0.0144378,1.4,-0.9
0.01443796,1.4,-0.9
0.01443812,1.2,-0.9
0.01443828,1.2,-0.7
0.01443844,1.2,-0.7
0.0144386,1.2,-0.7
0.01443876,1.2,-0.7
0.01443892,1,-0.7
0.01443908,1,-0.7
0.01443924,1,-0.7
0.0144394,1,-0.5
0.01443956,0.8,-0.5
0.01443972,0.8,-0.5
0.01443988,0.8,-0.5
0.01444004,0.8,-0.5
0.0144402,0.8,-0.5
0.01444036,0.6,-0.3
0.01444052,0.6,-0.3
0.01444068,0.6,-0.3
