Model,MSO2024,
Firmware Version,CF:91.1CT FV:v1.39,
,,
Waveform Type,ANALOG,ANALOG
Point Format,Y,Y
Horizontal Units,"s","s"
Horizontal Scale,0.002,0.002
Horizontal Delay,0.0181402,0.0181402
Sample Interval,1.6E-07,1.6E-07
Record Length,125000,125000
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1X,1X
Vertical Units,"V","V"
Vertical Offset,11,-10.5
Vertical Scale,5,5
Vertical Position,0.44,-0.42
,,
,,
,,
Label,"",""
TIME,CH1,CH2
0.02105876,0.2,0.1
0.02105892,0.2,0.1
0.02105908,0.2,0.1
0.02105924,0.2,0.1
0.0210594,0.2,0.1
0.02105956,0.2,0.1
0.02105972,0.2,0.1
0.02105988,0.2,0.1
0.02106004,0.2,0.1
0.0210602,0.2,0.1
0.02106036,0.2,0.1
0.02106052,0.2,0.1
0.02106068,0.2,0.1
0.02106084,0.2,0.1
0.021061,0.2,0.1
0.02106116,0.2,0.1
0.02106132,0.2,0.1
0.02106148,0.2,0.1
0.02106164,0.2,0.1
0.0210618,0.2,0.1
0.02106196,0.2,0.1
0.02106212,0.2,0.1
0.02106228,0.2,0.1
0.02106244,0.2,0.1
0.0210626,0.2,0.1
0.02106276,0.2,0.1
0.02106292,0.2,0.1
0.02106308,0.2,0.1
0.02106324,0.2,0.1
0.0210634,0.2,0.1
0.02106356,0.2,0.1
0.02106372,0.2,0.1
0.02106388,0.2,0.1
0.02106404,0.2,0.1
0.0210642,0.2,0.1
0.02106436,0.2,0.1
0.02106452,0.2,0.1
0.02106468,0.2,0.1
0.02106484,0.2,0.1
0.021065,0.2,0.1
0.02106516,0.2,0.1
0.02106532,0.2,0.1
0.02106548,0.2,0.1
0.02106564,0.2,0.1
0.0210658,0.2,0.1
0.02106596,0.2,0.1
0.02106612,0.2,0.1
0.02106628,0.2,0.1
0.02106644,0.2,0.1
0.0210666,0.2,0.1
0.02106676,0.2,0.1
0.02106692,0.2,0.1
0.02106708,0.2,0.1
0.02106724,0.2,0.1
0.0210674,0.2,0.1
0.02106756,0.2,0.1
0.02106772,0.2,0.1
0.02106788,0.2,0.1
0.02106804,0.2,0.1
0.0210682,0.2,0.1
0.02106836,0.2,0.1
0.02106852,0.2,0.1
0.02106868,0.2,0.1
0.02106884,0.2,0.1
0.021069,0.2,0.1
0.02106916,0.2,0.1
0.02106932,0.2,0.1
0.02106948,0.2,0.1
0.02106964,0.2,0.1
0.0210698,0.2,0.1
0.02106996,0.2,0.1
0.02107012,0.2,0.1
0.02107028,0.2,0.1
0.02107044,0.2,0.1
0.0210706,0.2,0.1
0.02107076,0.2,0.1
0.02107092,0.2,0.1
0.02107108,0.2,0.1
0.02107124,0.2,0.1
0.0210714,0.2,0.1
0.02107156,0.2,0.1
0.02107172,0.2,0.1
0.02107188,0.2,0.1
0.02107204,0.2,0.1
0.0210722,0.2,0.1
0.02107236,0.2,0.1
0.02107252,0.2,0.1
0.02107268,0.2,0.1
0.02107284,0.2,0.1
0.021073,0.2,0.1
0.02107316,0.2,0.1
0.02107332,0.2,0.1
0.02107348,0.2,0.1
0.02107364,0.2,0.1
0.0210738,0.2,0.1
0.02107396,0.2,0.1
0.02107412,0.2,0.1
0.02107428,0.2,0.1
0.02107444,0.2,0.1
0.0210746,0.2,0.1
0.02107476,0.2,0.1
0.02107492,0.2,0.1
0.02107508,0.2,0.1
0.02107524,0.2,0.1
0.0210754,0.2,0.1
0.02107556,0.2,0.1
0.02107572,0.2,0.1
0.02107588,0.2,0.1
0.02107604,0.2,0.1
0.0210762,0.2,0.1
0.02107636,0.2,-0.1
0.02107652,0.2,0.1
0.02107668,0.2,-0.1
0.02107684,0.2,0.1
0.021077,0.2,0.1
0.02107716,0.2,0.1
0.02107732,0.2,0.1
0.02107748,0.2,0.1
0.02107764,0.2,-0.1
0.0210778,0.2,0.1
0.02107796,0.2,0.1
0.02107812,0.2,-0.1
0.02107828,0.2,-0.1
0.02107844,0.2,-0.1
0.0210786,0.2,-0.1
0.02107876,0.2,0.1
0.02107892,0.2,-0.1
0.02107908,0.2,-0.1
0.02107924,0.2,0.1
0.0210794,0.2,-0.1
0.02107956,0.2,-0.1
0.02107972,0.2,-0.1
0.02107988,0.2,-0.1
0.02108004,0.2,-0.1
0.0210802,0.2,-0.1
0.02108036,0.2,-0.1
0.02108052,0.2,-0.1
0.02108068,0.2,-0.1
0.02108084,0.2,-0.1
0.021081,0.2,0.1
0.02108116,0.2,0.1
0.02108132,0.2,0.1
0.02108148,0.2,0.1
0.02108164,0.2,0.1
0.0210818,0.2,0.1
0.02108196,0.2,-0.1
0.02108212,0.2,-0.1
0.02108228,0.2,-0.1
0.02108244,0.2,-0.1
0.0210826,0.2,-0.1
0.02108276,0.2,-0.1
0.02108292,0.2,-0.1
0.02108308,0.2,-0.1
0.02108324,0.2,0.1
0.0210834,0.2,-0.1
0.02108356,0.2,0.1
0.02108372,0.2,0.1
0.02108388,0.2,0.1
0.02108404,0.2,-0.1
0.0210842,0.2,-0.1
0.02108436,0.2,-0.1
0.02108452,0.2,-0.1
0.02108468,0.2,-0.1
0.02108484,0.2,0.1
0.021085,0.2,-0.1
0.02108516,0.2,-0.1
0.02108532,0.2,-0.1
0.02108548,0.2,-0.1
0.02108564,0.2,-0.1
0.0210858,0.2,-0.1
0.02108596,0.2,-0.1
0.02108612,0.2,-0.1
0.02108628,0.2,-0.1
0.02108644,0.2,-0.1
0.0210866,0.2,-0.1
0.02108676,0.2,-0.1
0.02108692,0.2,-0.1
0.02108708,0.2,-0.1
0.02108724,0.2,-0.1
0.0210874,0.2,-0.1
0.02108756,0.2,-0.1
0.02108772,0.2,-0.1
0.02108788,0.2,-0.1
0.02108804,0.2,0.1
0.0210882,0.2,0.1
0.02108836,0.2,-0.1
0.02108852,0.2,-0.1
0.02108868,0.2,-0.1
0.02108884,0.2,-0.1
0.021089,0.2,-0.1
0.02108916,0.2,-0.1
0.02108932,0.2,-0.1
0.02108948,0.2,-0.1
0.02108964,0.2,-0.1
0.0210898,0.2,-0.1
0.02108996,0.2,-0.1
0.02109012,0.2,-0.1
0.02109028,0.2,-0.1
0.02109044,0.2,-0.1
0.0210906,0.2,-0.1
0.02109076,0.2,-0.1
0.02109092,0.2,-0.1
0.02109108,0.2,-0.1
0.02109124,0.2,-0.1
0.0210914,0.2,-0.1
0.02109156,0.2,0.1
0.02109172,0.2,0.1
0.02109188,0.2,-0.1
0.02109204,0.2,-0.1
0.0210922,0.2,0.1
0.02109236,0.2,-0.1
0.02109252,0.2,-0.1
0.02109268,0.2,-0.1
0.02109284,0.2,0.1
0.021093,0.2,0.1
0.02109316,0.2,-0.1
0.02109332,0.2,-0.1
0.02109348,0.2,-0.1
0.02109364,0.2,-0.1
0.0210938,0.2,-0.1
0.02109396,0.2,-0.1
0.02109412,0.2,-0.1
0.02109428,0.2,0.1
0.02109444,0.2,-0.1
0.0210946,0.2,-0.1
0.02109476,0.2,-0.1
0.02109492,0.2,-0.1
0.02109508,0.2,-0.1
0.02109524,0.2,-0.1
0.0210954,0.2,-0.1
0.02109556,0.2,-0.1
0.02109572,0.2,-0.1
0.02109588,0.2,-0.1
0.02109604,0.2,-0.1
0.0210962,0.2,-0.1
0.02109636,0.2,-0.1
0.02109652,0.2,-0.1
0.02109668,0.2,-0.1
0.02109684,0.2,-0.1
0.021097,0.2,-0.1
0.02109716,0.2,-0.1
0.02109732,0.2,0.1
0.02109748,0.2,-0.1
0.02109764,0.2,-0.1
0.0210978,0.2,-0.1
0.02109796,0.2,-0.1
0.02109812,0.2,-0.1
0.02109828,0.2,-0.1
0.02109844,0.2,-0.1
0.0210986,0.2,-0.1
0.02109876,0.2,-0.1
0.02109892,0.2,-0.1
0.02109908,0.2,-0.1
0.02109924,0.2,0.1
0.0210994,0.2,-0.1
0.02109956,0.2,-0.1
0.02109972,0.2,-0.1
0.02109988,0.2,-0.1
0.02110004,0.2,-0.1
0.0211002,0.2,-0.1
0.02110036,0.2,-0.1
0.02110052,0.2,-0.1
0.02110068,0.2,-0.1
0.02110084,0.2,-0.1
0.021101,0.2,-0.1
0.02110116,0.2,-0.1
0.02110132,0.2,-0.1
0.02110148,0.2,-0.1
0.02110164,0.2,-0.1
0.0211018,0.2,-0.1
0.02110196,0.2,-0.1
0.02110212,0.2,-0.1
0.02110228,0.2,-0.1
0.02110244,0.2,-0.1
0.0211026,0.2,-0.1
0.02110276,0.2,-0.1
0.02110292,0.2,-0.1
0.02110308,0.2,-0.1
0.02110324,0.2,-0.1
0.0211034,0.2,-0.1
0.02110356,0.2,-0.1
0.02110372,0.2,-0.1
0.02110388,0.2,-0.1
0.02110404,0.2,-0.1
0.0211042,0.2,-0.1
0.02110436,0.2,-0.1
0.02110452,0.2,-0.1
0.02110468,0.2,-0.1
0.02110484,0.2,-0.1
0.021105,0.2,-0.1
0.02110516,0.2,-0.1
0.02110532,0.2,-0.1
0.02110548,0.2,-0.1
0.02110564,0.2,-0.1
0.0211058,0.2,-0.1
0.02110596,0.2,-0.1
0.02110612,0.2,-0.1
0.02110628,0.2,-0.1
0.02110644,0.2,-0.1
0.0211066,0.2,-0.1
0.02110676,0.2,-0.1
0.02110692,0.2,-0.1
0.02110708,0.2,-0.1
0.02110724,0.2,-0.1
0.0211074,0.2,-0.1
0.02110756,0.2,-0.1
0.02110772,0.2,-0.1
0.02110788,0.2,-0.1
0.02110804,0.2,-0.1
0.0211082,0.2,-0.1
0.02110836,0,-0.1
0.02110852,0.2,-0.1
0.02110868,0.2,-0.1
0.02110884,0.2,-0.1
0.021109,0.2,-0.1
0.02110916,0.2,-0.1
0.02110932,0.2,-0.1
0.02110948,0.2,-0.1
0.02110964,0.2,-0.1
0.0211098,0,-0.1
0.02110996,0.2,-0.1
0.02111012,0.2,-0.1
0.02111028,0,-0.1
0.02111044,0.2,-0.1
0.0211106,0.2,-0.1
0.02111076,0,-0.1
0.02111092,0,-0.1
0.02111108,0,-0.1
0.02111124,0.2,-0.1
0.0211114,0.2,-0.1
0.02111156,0,-0.1
0.02111172,0.2,-0.1
0.02111188,0,-0.1
0.02111204,0,-0.1
0.0211122,0,-0.1
0.02111236,0,-0.1
0.02111252,0,-0.1
0.02111268,0,-0.1
0.02111284,0,-0.1
0.021113,0,-0.1
0.02111316,0,-0.1
0.02111332,0,-0.1
0.02111348,0,-0.1
0.02111364,0,-0.1
0.0211138,0,-0.1
0.02111396,0,-0.1
0.02111412,0,-0.1
0.02111428,0,-0.1
0.02111444,0,-0.1
0.0211146,0,-0.1
0.02111476,0,-0.1
0.02111492,0,-0.1
0.02111508,0,-0.1
0.02111524,0,-0.1
0.0211154,0,-0.1
0.02111556,0,-0.1
0.02111572,0,-0.1
0.02111588,0,-0.1
0.02111604,0,-0.1
0.0211162,0,-0.1
0.02111636,0,-0.1
0.02111652,0,-0.1
0.02111668,0,-0.1
0.02111684,0,-0.1
0.021117,0,-0.1
0.02111716,0,-0.1
0.02111732,0,-0.1
0.02111748,0,-0.1
0.02111764,0,-0.1
0.0211178,0,-0.1
0.02111796,0,-0.1
0.02111812,0,-0.1
0.02111828,0,-0.1
0.02111844,0,-0.1
0.0211186,0,-0.1
0.02111876,0,-0.1
0.02111892,0,-0.1
0.02111908,0,-0.1
0.02111924,0,-0.1
0.0211194,0,-0.1
0.02111956,0,-0.1
0.02111972,0,-0.1
0.02111988,0,-0.1
0.02112004,0,-0.1
0.0211202,0,-0.1
0.02112036,0,-0.1
0.02112052,0,-0.1
0.02112068,0,-0.1
0.02112084,0,-0.1
0.021121,0,-0.1
0.02112116,0,-0.1
0.02112132,0,-0.1
0.02112148,0,-0.1
0.02112164,0,-0.1
0.0211218,0,-0.1
0.02112196,0,-0.1
0.02112212,0,-0.1
0.02112228,0,-0.1
0.02112244,0,-0.1
0.0211226,0,-0.1
0.02112276,0,-0.1
0.02112292,0,-0.1
0.02112308,0,-0.1
0.02112324,0,-0.1
0.0211234,0,-0.1
0.02112356,0,-0.1
0.02112372,0,-0.1
0.02112388,0,-0.1
0.02112404,0,-0.1
0.0211242,0,-0.1
0.02112436,0,-0.1
0.02112452,0,-0.1
0.02112468,0,-0.1
0.02112484,0,-0.1
0.021125,0,-0.1
0.02112516,0,-0.1
0.02112532,0,-0.1
0.02112548,0,-0.1
0.02112564,0,-0.1
0.0211258,0,-0.1
0.02112596,0,-0.1
0.02112612,0,-0.1
0.02112628,0,-0.1
0.02112644,0,-0.1
0.0211266,0,-0.1
0.02112676,0,-0.1
0.02112692,0,-0.1
0.02112708,0,-0.1
0.02112724,0,-0.1
0.0211274,0,-0.1
0.02112756,0,-0.1
0.02112772,0,-0.1
0.02112788,0,-0.1
0.02112804,0,-0.1
0.0211282,0,-0.1
0.02112836,0,-0.1
0.02112852,0,-0.1
0.02112868,0,-0.1
0.02112884,0,-0.1
0.021129,0,-0.1
0.02112916,0,-0.1
0.02112932,0,-0.1
0.02112948,0,-0.1
0.02112964,0,-0.1
0.0211298,0,-0.1
0.02112996,0,-0.1
0.02113012,0,-0.1
0.02113028,0,-0.1
0.02113044,0,-0.1
0.0211306,0,-0.1
0.02113076,0,-0.1
0.02113092,0,-0.1
0.02113108,0,-0.1
0.02113124,0,-0.1
0.0211314,0,-0.1
0.02113156,0,-0.1
0.02113172,0,-0.1
0.02113188,0,-0.1
0.02113204,0,-0.1
0.0211322,0,-0.1
0.02113236,0,-0.1
0.02113252,0,-0.1
0.02113268,0,-0.1
0.02113284,0,-0.1
0.021133,0,-0.1
0.02113316,0,-0.1
0.02113332,0,-0.1
0.02113348,0,-0.1
0.02113364,0,-0.1
0.0211338,0,-0.1
0.02113396,0,-0.1
0.02113412,0,-0.1
0.02113428,0,-0.1
0.02113444,0,-0.1
0.0211346,0,-0.1
0.02113476,0,-0.1
0.02113492,0,-0.1
0.02113508,0,-0.1
0.02113524,0,-0.1
0.0211354,0,-0.1
0.02113556,0,-0.1
0.02113572,0,-0.1
0.02113588,0,-0.1
0.02113604,0,-0.1
0.0211362,0,-0.1
0.02113636,0,-0.1
0.02113652,0,-0.1
0.02113668,0,-0.1
0.02113684,0,-0.1
0.021137,0,-0.1
0.02113716,0,-0.1
0.02113732,0,-0.1
0.02113748,0,-0.1
0.02113764,0,-0.1
0.0211378,0,-0.1
0.02113796,0,-0.1
0.02113812,0,-0.1
0.02113828,0,-0.1
0.02113844,0,-0.1
0.0211386,0,-0.1
0.02113876,0,-0.1
0.02113892,0,-0.1
0.02113908,0,-0.1
0.02113924,0,-0.1
0.0211394,0,-0.1
0.02113956,0,-0.1
0.02113972,0,-0.1
0.02113988,0,-0.1
0.02114004,0,-0.1
0.0211402,0,-0.1
0.02114036,0,-0.1
0.02114052,0,-0.1
0.02114068,0,-0.1
0.02114084,0,-0.1
0.021141,0,-0.1
0.02114116,0,-0.1
0.02114132,0,-0.1
0.02114148,0,-0.1
0.02114164,0,-0.1
0.0211418,0,-0.1
0.02114196,0,-0.1
0.02114212,0,-0.1
0.02114228,0,-0.1
0.02114244,0,-0.1
0.0211426,0,-0.1
0.02114276,0,-0.1
0.02114292,0,-0.1
0.02114308,0,-0.1
0.02114324,0,-0.1
0.0211434,0,-0.1
0.02114356,0,-0.1
0.02114372,0,-0.1
0.02114388,0,-0.1
0.02114404,0,-0.1
0.0211442,0,-0.1
0.02114436,0,-0.1
0.02114452,0,-0.1
0.02114468,0,-0.1
0.02114484,0,-0.1
0.021145,0,-0.1
0.02114516,0,-0.1
0.02114532,0,-0.1
0.02114548,0,-0.1
0.02114564,0,-0.1
0.0211458,0,-0.1
0.02114596,0,-0.1
0.02114612,0,-0.1
0.02114628,0,-0.1
0.02114644,0,-0.1
0.0211466,0,-0.1
0.02114676,0,-0.1
0.02114692,0,-0.1
0.02114708,0,-0.1
0.02114724,0,-0.1
0.0211474,0,-0.1
0.02114756,0,-0.1
0.02114772,0,-0.1
0.02114788,0,-0.1
0.02114804,0,-0.1
0.0211482,0,-0.1
0.02114836,0,-0.1
0.02114852,0,-0.1
0.02114868,0,-0.1
0.02114884,0,-0.1
0.021149,0,-0.1
0.02114916,0,-0.1
0.02114932,0,-0.1
0.02114948,0,-0.1
0.02114964,0,-0.1
0.0211498,0,-0.1
0.02114996,0,-0.1
0.02115012,0,-0.1
0.02115028,0,-0.1
0.02115044,0,-0.1
0.0211506,0,-0.1
0.02115076,0,-0.1
0.02115092,0,-0.1
0.02115108,0,-0.1
0.02115124,0,-0.1
0.0211514,0,-0.1
0.02115156,0,-0.1
0.02115172,0,-0.1
0.02115188,0,-0.1
0.02115204,0,-0.1
0.0211522,0,-0.1
0.02115236,0,-0.1
0.02115252,0,-0.1
0.02115268,0,-0.1
0.02115284,0,-0.1
0.021153,0,-0.1
0.02115316,0,-0.1
0.02115332,0,-0.1
0.02115348,0,-0.1
0.02115364,0,-0.1
0.0211538,0,-0.1
0.02115396,0,-0.1
0.02115412,0,-0.1
0.02115428,0,-0.1
0.02115444,0,-0.1
0.0211546,0,-0.1
0.02115476,0,-0.1
0.02115492,0,-0.1
0.02115508,0,-0.1
0.02115524,0,-0.1
0.0211554,0,-0.1
0.02115556,0,-0.1
0.02115572,0,-0.1
0.02115588,0,-0.1
0.02115604,0,-0.1
0.0211562,0,-0.1
0.02115636,0,-0.1
0.02115652,0,-0.1
0.02115668,0,-0.1
0.02115684,0,-0.1
0.021157,0,-0.1
0.02115716,0,-0.1
0.02115732,0,-0.1
0.02115748,0,-0.1
0.02115764,0,-0.1
0.0211578,0,-0.1
0.02115796,0,-0.1
0.02115812,0,-0.1
0.02115828,0,-0.1
0.02115844,0,-0.1
0.0211586,0,-0.1
0.02115876,0,-0.1
0.02115892,0,-0.1
0.02115908,0,-0.1
0.02115924,0,-0.1
0.0211594,0,-0.1
0.02115956,0,-0.1
0.02115972,0,-0.1
0.02115988,0,-0.1
0.02116004,0,-0.1
0.0211602,0,-0.1
0.02116036,0,-0.1
0.02116052,0,-0.1
0.02116068,0,-0.1
0.02116084,0,-0.1
0.021161,0,-0.1
0.02116116,0,-0.1
0.02116132,0,-0.1
0.02116148,0,-0.1
0.02116164,0,-0.1
0.0211618,0,-0.1
0.02116196,0,-0.1
0.02116212,0,-0.1
0.02116228,0,-0.1
0.02116244,0,-0.1
0.0211626,0,-0.1
0.02116276,0,-0.1
0.02116292,0,-0.1
0.02116308,0,-0.1
0.02116324,0,-0.1
0.0211634,0,-0.1
0.02116356,0,-0.1
0.02116372,0,-0.1
0.02116388,0,-0.1
0.02116404,0,-0.1
0.0211642,0,-0.1
0.02116436,0,-0.1
0.02116452,0,-0.1
0.02116468,0,-0.1
0.02116484,0,-0.1
0.021165,0,-0.1
0.02116516,0,-0.1
0.02116532,0,-0.1
0.02116548,0,-0.1
0.02116564,0,-0.1
0.0211658,0,-0.1
0.02116596,0,-0.1
0.02116612,0,-0.1
0.02116628,0,-0.1
0.02116644,0,-0.1
0.0211666,0,-0.1
0.02116676,0,-0.1
0.02116692,0,-0.1
0.02116708,0,-0.1
0.02116724,0,-0.1
0.0211674,0,-0.1
0.02116756,0,-0.1
0.02116772,0,-0.1
0.02116788,0,-0.1
0.02116804,0,-0.1
0.0211682,0,-0.1
0.02116836,0,-0.1
0.02116852,0,-0.1
0.02116868,0,-0.1
0.02116884,0,-0.1
0.021169,0,-0.1
0.02116916,0,-0.1
0.02116932,0,-0.1
0.02116948,0,-0.1
0.02116964,0,-0.1
0.0211698,0,-0.1
0.02116996,0,-0.1
0.02117012,0,-0.1
0.02117028,0,-0.1
0.02117044,0,-0.1
0.0211706,0,-0.1
0.02117076,0,-0.1
0.02117092,0,-0.1
0.02117108,0,-0.1
0.02117124,0,-0.1
0.0211714,0,-0.1
0.02117156,0,-0.1
0.02117172,0,-0.1
0.02117188,0,-0.1
0.02117204,0,-0.1
0.0211722,0,-0.1
0.02117236,0,-0.1
0.02117252,0,-0.1
0.02117268,0,-0.1
0.02117284,0,-0.1
0.021173,0,-0.1
0.02117316,0,-0.1
0.02117332,0,-0.1
0.02117348,0,-0.1
0.02117364,0,-0.1
0.0211738,0,-0.1
0.02117396,0,-0.1
0.02117412,0,-0.1
0.02117428,0,-0.1
0.02117444,0,-0.1
0.0211746,0,-0.1
0.02117476,0,-0.1
0.02117492,0,-0.1
0.02117508,0,-0.1
0.02117524,0,-0.1
0.0211754,0,-0.1
0.02117556,0,-0.1
0.02117572,0,-0.1
0.02117588,0,-0.1
0.02117604,0,-0.1
0.0211762,0,-0.1
0.02117636,0,-0.1
0.02117652,0,-0.1
0.02117668,0,-0.1
0.02117684,0,-0.1
0.021177,0,-0.1
0.02117716,0,-0.1
0.02117732,0,-0.1
0.02117748,0,-0.1
0.02117764,0,-0.1
0.0211778,0,-0.1
0.02117796,0,-0.1
0.02117812,0,-0.1
0.02117828,0,-0.1
0.02117844,0,-0.1
0.0211786,0,-0.1
0.02117876,0,-0.1
0.02117892,0,-0.1
0.02117908,0,-0.1
0.02117924,0,-0.1
0.0211794,0,-0.1
0.02117956,0,-0.1
0.02117972,0,-0.1
0.02117988,0,-0.1
0.02118004,0,-0.1
0.0211802,0,-0.1
0.02118036,0,-0.1
0.02118052,0,-0.1
0.02118068,0,-0.1
0.02118084,0,-0.1
0.021181,0,-0.1
0.02118116,0,-0.1
0.02118132,0,-0.1
0.02118148,0,-0.1
0.02118164,0,-0.1
0.0211818,0,-0.1
0.02118196,0,-0.1
0.02118212,0,-0.1
0.02118228,0,-0.1
0.02118244,0,-0.1
0.0211826,0,-0.1
0.02118276,0,-0.1
0.02118292,0,-0.1
0.02118308,0,-0.1
0.02118324,0,-0.1
0.0211834,0,-0.1
0.02118356,0,-0.1
0.02118372,0,-0.1
0.02118388,0,-0.1
0.02118404,0,-0.1
0.0211842,0,-0.1
0.02118436,0,-0.1
0.02118452,0,-0.1
0.02118468,0,-0.1
0.02118484,0,-0.1
0.021185,0,-0.1
0.02118516,0,-0.1
0.02118532,0,-0.1
0.02118548,0,-0.1
0.02118564,0,-0.1
0.0211858,0,-0.1
0.02118596,0,-0.1
0.02118612,0,-0.1
0.02118628,0,-0.1
0.02118644,0,-0.1
0.0211866,0,-0.1
0.02118676,0,-0.1
0.02118692,0,-0.1
0.02118708,0,-0.1
0.02118724,0,-0.1
0.0211874,0,-0.1
0.02118756,0,-0.1
0.02118772,0,-0.1
0.02118788,0,-0.1
0.02118804,0,-0.1
0.0211882,0,-0.1
0.02118836,0,-0.1
0.02118852,0,-0.1
0.02118868,0,-0.1
0.02118884,0,-0.1
0.021189,0,-0.1
0.02118916,0,-0.1
0.02118932,0,-0.1
0.02118948,0,-0.1
0.02118964,0,-0.1
0.0211898,0,-0.1
0.02118996,0,-0.1
0.02119012,0,-0.1
0.02119028,0,-0.1
0.02119044,0,-0.1
0.0211906,0,-0.1
0.02119076,0,-0.1
0.02119092,0,-0.1
0.02119108,0,-0.1
0.02119124,0,-0.1
0.0211914,0,-0.1
0.02119156,0,-0.1
0.02119172,0,-0.1
0.02119188,0,-0.1
0.02119204,0,-0.1
0.0211922,0,-0.1
0.02119236,0,-0.1
0.02119252,0,-0.1
0.02119268,0,-0.1
0.02119284,0,-0.1
0.021193,0,-0.1
0.02119316,0,-0.1
0.02119332,0,-0.1
0.02119348,0,-0.1
0.02119364,0,-0.1
0.0211938,0,-0.1
0.02119396,0,-0.1
0.02119412,0,-0.1
0.02119428,0,-0.1
0.02119444,0,-0.1
0.0211946,0,-0.1
0.02119476,0,-0.1
0.02119492,0,-0.1
0.02119508,0,-0.1
0.02119524,0,-0.1
0.0211954,0,-0.1
0.02119556,0,-0.1
0.02119572,0,-0.1
0.02119588,0,-0.1
0.02119604,0,-0.1
0.0211962,0,-0.1
0.02119636,0,-0.1
0.02119652,0,-0.1
0.02119668,0,-0.1
0.02119684,0,-0.1
0.021197,0,-0.1
0.02119716,0,-0.1
0.02119732,0,-0.1
0.02119748,-0.2,-0.1
0.02119764,0,-0.1
0.0211978,0,-0.1
0.02119796,0,-0.1
0.02119812,0,-0.1
0.02119828,0,-0.1
0.02119844,0,-0.1
0.0211986,0,-0.1
0.02119876,0,-0.1
0.02119892,0,-0.1
0.02119908,-0.2,-0.1
0.02119924,0,-0.1
0.0211994,0,-0.1
0.02119956,0,-0.1
0.02119972,0,-0.1
0.02119988,0,-0.1
0.02120004,0,-0.1
0.0212002,0,-0.1
0.02120036,-0.2,-0.1
0.02120052,0,-0.1
0.02120068,0,-0.1
0.02120084,0,-0.1
0.021201,-0.2,-0.1
0.02120116,0,-0.1
0.02120132,-0.2,-0.1
0.02120148,-0.2,-0.1
0.02120164,-0.2,-0.1
0.0212018,-0.2,-0.1
0.02120196,-0.2,-0.1
0.02120212,-0.2,-0.1
0.02120228,-0.2,-0.1
0.02120244,-0.2,-0.1
0.0212026,-0.2,-0.1
0.02120276,-0.2,-0.1
0.02120292,-0.2,-0.1
0.02120308,-0.2,-0.1
0.02120324,-0.2,-0.1
0.0212034,-0.2,-0.1
0.02120356,-0.2,-0.1
0.02120372,-0.2,-0.1
0.02120388,-0.2,-0.1
0.02120404,-0.2,-0.1
0.0212042,-0.2,-0.1
0.02120436,-0.2,-0.1
0.02120452,-0.2,-0.1
0.02120468,-0.2,-0.1
0.02120484,-0.2,-0.1
0.021205,-0.2,-0.1
0.02120516,-0.2,-0.1
0.02120532,-0.2,-0.1
0.02120548,-0.2,-0.1
0.02120564,-0.2,-0.1
0.0212058,-0.2,-0.1
0.02120596,-0.2,-0.1
0.02120612,-0.2,-0.1
0.02120628,-0.2,-0.1
0.02120644,-0.2,-0.1
0.0212066,-0.2,-0.1
0.02120676,-0.2,-0.1
0.02120692,-0.2,-0.1
0.02120708,-0.2,-0.1
0.02120724,-0.2,-0.1
0.0212074,-0.2,-0.1
0.02120756,-0.2,-0.1
0.02120772,-0.2,-0.1
0.02120788,-0.2,-0.1
0.02120804,-0.2,-0.1
0.0212082,-0.2,-0.1
0.02120836,-0.2,-0.1
0.02120852,-0.2,-0.1
0.02120868,-0.2,-0.1
0.02120884,-0.2,-0.1
0.021209,-0.2,-0.1
0.02120916,-0.2,-0.1
0.02120932,-0.2,-0.1
0.02120948,-0.2,-0.1
0.02120964,-0.2,-0.1
0.0212098,-0.2,-0.1
0.02120996,-0.2,-0.1
0.02121012,-0.2,-0.1
0.02121028,-0.2,-0.1
0.02121044,-0.2,-0.1
0.0212106,-0.2,-0.1
0.02121076,-0.2,-0.1
0.02121092,-0.2,-0.1
0.02121108,-0.2,-0.1
0.02121124,-0.2,-0.1
0.0212114,-0.2,-0.1
0.02121156,-0.2,-0.1
0.02121172,-0.2,-0.1
0.02121188,-0.2,-0.1
0.02121204,-0.2,-0.1
0.0212122,-0.2,-0.1
0.02121236,-0.2,-0.1
0.02121252,-0.2,-0.1
0.02121268,-0.2,-0.1
0.02121284,-0.2,-0.1
0.021213,-0.2,-0.1
0.02121316,-0.2,-0.1
0.02121332,-0.2,-0.1
0.02121348,-0.2,-0.1
0.02121364,-0.2,-0.1
0.0212138,-0.2,-0.1
0.02121396,-0.2,-0.1
0.02121412,-0.2,-0.1
0.02121428,-0.2,-0.1
0.02121444,-0.2,-0.1
0.0212146,-0.2,-0.1
0.02121476,-0.2,-0.1
0.02121492,-0.2,-0.1
0.02121508,-0.2,-0.1
0.02121524,-0.2,-0.1
0.0212154,-0.2,-0.1
0.02121556,-0.2,-0.1
0.02121572,-0.2,-0.1
0.02121588,-0.2,-0.1
0.02121604,-0.2,-0.1
0.0212162,-0.2,-0.1
0.02121636,-0.2,-0.1
0.02121652,-0.2,-0.1
0.02121668,-0.2,-0.1
0.02121684,-0.2,-0.1
0.021217,-0.2,-0.1
0.02121716,-0.2,-0.1
0.02121732,-0.2,-0.1
0.02121748,-0.2,-0.1
0.02121764,-0.2,-0.1
